Starting model=rnn epochs=10 batch=2 on host pax047
resume=<auto> run_dir=<auto>
CUDA_VISIBLE_DEVICES=0
Fri Apr 24 14:34:51 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 575.57.08              Driver Version: 575.57.08      CUDA Version: 12.9     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H200 NVL                On  |   00000001:15:00.0 Off |                    0 |
| N/A   42C    P0             75W /  450W |       0MiB / 143771MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
torch.cuda.is_available = True
torch.cuda.device_count = 1
torch.cuda.current_device = 0
torch.cuda.get_device_name(0) = NVIDIA H200 NVL
--- Starting Training on cuda ---
Populating dataset normalization statistics...
Stats loaded. Example Zone 0 (ME) - Mean: 1314.04, Std: 215.34
No existing checkpoint found in /cluster/home/supadh03/cs137/assignment3/evaluation/subhanga-additions/checkpoints/v2/rnn/runs/job-483063. Starting fresh.
  Epoch 1/10 [ 7010/10445] │ batch_loss=76587.4219 │ grad_norm=1903995.8750
  Epoch 1/10 [ 7020/10445] │ batch_loss=15784.3818 │ grad_norm=379089.4688
  Epoch 1/10 [ 7030/10445] │ batch_loss=12245.8545 │ grad_norm=316313.9688
  Epoch 1/10 [ 7040/10445] │ batch_loss=12735.5898 │ grad_norm=270539.2500
  Epoch 1/10 [ 7050/10445] │ batch_loss=36459.5703 │ grad_norm=743803.6875
  Epoch 1/10 [ 7060/10445] │ batch_loss=7139.0430 │ grad_norm=149909.7500
  Epoch 1/10 [ 7070/10445] │ batch_loss=13860.8633 │ grad_norm=458777.3125
  Epoch 1/10 [ 7080/10445] │ batch_loss=10576.1631 │ grad_norm=228306.7031
  Epoch 1/10 [ 7090/10445] │ batch_loss=13827.9727 │ grad_norm=248133.5469
  Epoch 1/10 [ 7100/10445] │ batch_loss=10064.1348 │ grad_norm=222337.2344
  Epoch 1/10 [ 7110/10445] │ batch_loss=25129.1367 │ grad_norm=968652.2500
  Epoch 1/10 [ 7120/10445] │ batch_loss=16660.9336 │ grad_norm=809620.2500
  Epoch 1/10 [ 7130/10445] │ batch_loss=6276.2788 │ grad_norm=156033.7500
  Epoch 1/10 [ 7140/10445] │ batch_loss=52796.6523 │ grad_norm=1056096.6250
  Epoch 1/10 [ 7150/10445] │ batch_loss=12738.9336 │ grad_norm=373142.6250
  Epoch 1/10 [ 7160/10445] │ batch_loss=26139.0293 │ grad_norm=1449297.2500
  Epoch 1/10 [ 7170/10445] │ batch_loss=9754.2891 │ grad_norm=222358.0000
  Epoch 1/10 [ 7180/10445] │ batch_loss=20757.2617 │ grad_norm=984601.2500
  Epoch 1/10 [ 7190/10445] │ batch_loss=14766.7959 │ grad_norm=268199.1250
  Epoch 1/10 [ 7200/10445] │ batch_loss=43696.1016 │ grad_norm=2197021.2500
  Epoch 1/10 [ 7210/10445] │ batch_loss=31409.6309 │ grad_norm=849027.9375
  Epoch 1/10 [ 7220/10445] │ batch_loss=6151.4136 │ grad_norm=235933.9375
  Epoch 1/10 [ 7230/10445] │ batch_loss=8352.0234 │ grad_norm=208997.6250
  Epoch 1/10 [ 7240/10445] │ batch_loss=6093.3477 │ grad_norm=192562.2500
  Epoch 1/10 [ 7250/10445] │ batch_loss=17294.0449 │ grad_norm=793654.9375
  Epoch 1/10 [ 7260/10445] │ batch_loss=5831.1909 │ grad_norm=435953.7812
  Epoch 1/10 [ 7270/10445] │ batch_loss=7688.6187 │ grad_norm=230410.7188
  Epoch 1/10 [ 7280/10445] │ batch_loss=6873.6890 │ grad_norm=171917.7812
  Epoch 1/10 [ 7290/10445] │ batch_loss=8035.8628 │ grad_norm=299580.4688
  Epoch 1/10 [ 7300/10445] │ batch_loss=15360.4453 │ grad_norm=598063.6250
  Epoch 1/10 [ 7310/10445] │ batch_loss=13350.0527 │ grad_norm=596724.7500
  Epoch 1/10 [ 7320/10445] │ batch_loss=15901.4688 │ grad_norm=595550.0000
  Epoch 1/10 [ 7330/10445] │ batch_loss=5963.8271 │ grad_norm=125624.7031
  Epoch 1/10 [ 7340/10445] │ batch_loss=105949.2500 │ grad_norm=2631123.2500
  Epoch 1/10 [ 7350/10445] │ batch_loss=6979.8896 │ grad_norm=192647.6094
  Epoch 1/10 [ 7360/10445] │ batch_loss=11115.2529 │ grad_norm=122355.4609
  Epoch 1/10 [ 7370/10445] │ batch_loss=11162.4824 │ grad_norm=564157.3750
  Epoch 1/10 [ 7380/10445] │ batch_loss=18676.9863 │ grad_norm=517970.8438
  Epoch 1/10 [ 7390/10445] │ batch_loss=7248.4316 │ grad_norm=189578.9688
  Epoch 1/10 [ 7400/10445] │ batch_loss=5393.4971 │ grad_norm=126360.5156
  Epoch 1/10 [ 7410/10445] │ batch_loss=29742.6074 │ grad_norm=750480.4375
  Epoch 1/10 [ 7420/10445] │ batch_loss=11036.7725 │ grad_norm=258883.2969
  Epoch 1/10 [ 7430/10445] │ batch_loss=25924.3516 │ grad_norm=5820041.0000
  Epoch 1/10 [ 7440/10445] │ batch_loss=4588.0869 │ grad_norm=93891.3750
  Epoch 1/10 [ 7450/10445] │ batch_loss=8860.2725 │ grad_norm=181559.3438
  Epoch 1/10 [ 7460/10445] │ batch_loss=21108.7969 │ grad_norm=412495.0625
  Epoch 1/10 [ 7470/10445] │ batch_loss=63147.1055 │ grad_norm=1219674.0000
  Epoch 1/10 [ 7480/10445] │ batch_loss=6184.8999 │ grad_norm=85010.4766
  Epoch 1/10 [ 7490/10445] │ batch_loss=52596.5078 │ grad_norm=1481970.3750
  Epoch 1/10 [ 7500/10445] │ batch_loss=12283.3945 │ grad_norm=284901.8438
  Epoch 1/10 [ 7510/10445] │ batch_loss=27042.0352 │ grad_norm=378607.3750
  Epoch 1/10 [ 7520/10445] │ batch_loss=46040.8398 │ grad_norm=702802.1875
  Epoch 1/10 [ 7530/10445] │ batch_loss=61991.0547 │ grad_norm=1944695.3750
  Epoch 1/10 [ 7540/10445] │ batch_loss=13372.9824 │ grad_norm=198900.5469
  Epoch 1/10 [ 7550/10445] │ batch_loss=51010.2773 │ grad_norm=1632033.1250
  Epoch 1/10 [ 7560/10445] │ batch_loss=12566.7754 │ grad_norm=656426.9375
  Epoch 1/10 [ 7570/10445] │ batch_loss=17177.8516 │ grad_norm=406509.1250
  Epoch 1/10 [ 7580/10445] │ batch_loss=45819.7930 │ grad_norm=1750069.7500
  Epoch 1/10 [ 7590/10445] │ batch_loss=25011.8555 │ grad_norm=639579.5625
  Epoch 1/10 [ 7600/10445] │ batch_loss=13882.2734 │ grad_norm=673021.2500
  Epoch 1/10 [ 7610/10445] │ batch_loss=6956.4336 │ grad_norm=151765.7500
  Epoch 1/10 [ 7620/10445] │ batch_loss=20238.5840 │ grad_norm=558924.0000
  Epoch 1/10 [ 7630/10445] │ batch_loss=16021.1357 │ grad_norm=663355.3750
  Epoch 1/10 [ 7640/10445] │ batch_loss=14151.7480 │ grad_norm=252053.8750
  Epoch 1/10 [ 7650/10445] │ batch_loss=13785.8340 │ grad_norm=483929.6875
  Epoch 1/10 [ 7660/10445] │ batch_loss=34259.0430 │ grad_norm=729402.5000
  Epoch 1/10 [ 7670/10445] │ batch_loss=14990.9688 │ grad_norm=420963.1875
  Epoch 1/10 [ 7680/10445] │ batch_loss=30338.4531 │ grad_norm=701022.9375
  Epoch 1/10 [ 7690/10445] │ batch_loss=11560.0527 │ grad_norm=356693.5938
  Epoch 1/10 [ 7700/10445] │ batch_loss=28474.4219 │ grad_norm=1294631.7500
  Epoch 1/10 [ 7710/10445] │ batch_loss=8037.2432 │ grad_norm=282818.0000
  Epoch 1/10 [ 7720/10445] │ batch_loss=9946.7559 │ grad_norm=232491.2344
  Epoch 1/10 [ 7730/10445] │ batch_loss=69925.1172 │ grad_norm=1117187.8750
  Epoch 1/10 [ 7740/10445] │ batch_loss=26911.5840 │ grad_norm=516144.7500
  Epoch 1/10 [ 7750/10445] │ batch_loss=10071.4951 │ grad_norm=307678.1562
  Epoch 1/10 [ 7760/10445] │ batch_loss=10122.0068 │ grad_norm=370128.0312
  Epoch 1/10 [ 7770/10445] │ batch_loss=5089.9849 │ grad_norm=168289.6250
  Epoch 1/10 [ 7780/10445] │ batch_loss=11802.1670 │ grad_norm=454454.3125
  Epoch 1/10 [ 7790/10445] │ batch_loss=23927.1016 │ grad_norm=718681.5625
  Epoch 1/10 [ 7800/10445] │ batch_loss=60502.2734 │ grad_norm=994951.1875
  Epoch 1/10 [ 7810/10445] │ batch_loss=7905.7305 │ grad_norm=390588.9688
  Epoch 1/10 [ 7820/10445] │ batch_loss=26236.7109 │ grad_norm=1015575.5000
  Epoch 1/10 [ 7830/10445] │ batch_loss=8784.2832 │ grad_norm=266011.7500
  Epoch 1/10 [ 7840/10445] │ batch_loss=3461.1101 │ grad_norm=100377.5547
  Epoch 1/10 [ 7850/10445] │ batch_loss=10982.5996 │ grad_norm=207464.1250
  Epoch 1/10 [ 7860/10445] │ batch_loss=12498.3857 │ grad_norm=483195.1250
  Epoch 1/10 [ 7870/10445] │ batch_loss=9520.2568 │ grad_norm=321107.3438
  Epoch 1/10 [ 7880/10445] │ batch_loss=17478.1895 │ grad_norm=646540.5000
  Epoch 1/10 [ 7890/10445] │ batch_loss=16035.0117 │ grad_norm=417423.9375
  Epoch 1/10 [ 7900/10445] │ batch_loss=7519.4561 │ grad_norm=254276.0156
  Epoch 1/10 [ 7910/10445] │ batch_loss=10572.6494 │ grad_norm=262039.4219
  Epoch 1/10 [ 7920/10445] │ batch_loss=44158.7344 │ grad_norm=604878.1875
  Epoch 1/10 [ 7930/10445] │ batch_loss=52260.4062 │ grad_norm=932314.1250
  Epoch 1/10 [ 7940/10445] │ batch_loss=11442.4922 │ grad_norm=239469.4219
  Epoch 1/10 [ 7950/10445] │ batch_loss=41813.7852 │ grad_norm=683071.1875
  Epoch 1/10 [ 7960/10445] │ batch_loss=9601.9346 │ grad_norm=382936.5938
  Epoch 1/10 [ 7970/10445] │ batch_loss=19587.8594 │ grad_norm=374290.4375
  Epoch 1/10 [ 7980/10445] │ batch_loss=14722.5977 │ grad_norm=331841.0312
  Epoch 1/10 [ 7990/10445] │ batch_loss=13572.4648 │ grad_norm=223350.5781
  Epoch 1/10 [ 8000/10445] │ batch_loss=12476.3496 │ grad_norm=604467.9375
  Epoch 1/10 [ 8010/10445] │ batch_loss=14994.5938 │ grad_norm=394507.4375
  Epoch 1/10 [ 8020/10445] │ batch_loss=9608.6006 │ grad_norm=223437.5625
  Epoch 1/10 [ 8030/10445] │ batch_loss=30815.5527 │ grad_norm=970304.2500
  Epoch 1/10 [ 8040/10445] │ batch_loss=7909.8125 │ grad_norm=154977.1406
  Epoch 1/10 [ 8050/10445] │ batch_loss=5753.8960 │ grad_norm=158433.0938
  Epoch 1/10 [ 8060/10445] │ batch_loss=7788.7578 │ grad_norm=314428.6875
  Epoch 1/10 [ 8070/10445] │ batch_loss=43169.4531 │ grad_norm=946998.3125
  Epoch 1/10 [ 8080/10445] │ batch_loss=8925.6641 │ grad_norm=198673.3594
  Epoch 1/10 [ 8090/10445] │ batch_loss=2699.3525 │ grad_norm=93855.1797
  Epoch 1/10 [ 8100/10445] │ batch_loss=34667.9844 │ grad_norm=803016.7500
  Epoch 1/10 [ 8110/10445] │ batch_loss=7150.6514 │ grad_norm=196673.4219
  Epoch 1/10 [ 8120/10445] │ batch_loss=12151.7246 │ grad_norm=428852.3438
  Epoch 1/10 [ 8130/10445] │ batch_loss=9498.3213 │ grad_norm=371018.0000
  Epoch 1/10 [ 8140/10445] │ batch_loss=54920.9297 │ grad_norm=1397953.1250
  Epoch 1/10 [ 8150/10445] │ batch_loss=6423.0156 │ grad_norm=153448.4219
  Epoch 1/10 [ 8160/10445] │ batch_loss=9930.7441 │ grad_norm=454244.6562
  Epoch 1/10 [ 8170/10445] │ batch_loss=11715.7441 │ grad_norm=337085.2188
  Epoch 1/10 [ 8180/10445] │ batch_loss=20279.2715 │ grad_norm=676760.6250
  Epoch 1/10 [ 8190/10445] │ batch_loss=9879.8867 │ grad_norm=338165.0000
  Epoch 1/10 [ 8200/10445] │ batch_loss=18835.9824 │ grad_norm=292586.0625
  Epoch 1/10 [ 8210/10445] │ batch_loss=14156.0684 │ grad_norm=512088.4375
  Epoch 1/10 [ 8220/10445] │ batch_loss=13913.2100 │ grad_norm=478409.5938
  Epoch 1/10 [ 8230/10445] │ batch_loss=4564.4629 │ grad_norm=106580.7734
  Epoch 1/10 [ 8240/10445] │ batch_loss=7824.8237 │ grad_norm=308118.0000
  Epoch 1/10 [ 8250/10445] │ batch_loss=22282.9805 │ grad_norm=642839.2500
  Epoch 1/10 [ 8260/10445] │ batch_loss=9506.6504 │ grad_norm=322663.8438
  Epoch 1/10 [ 8270/10445] │ batch_loss=24314.6777 │ grad_norm=626488.2500
  Epoch 1/10 [ 8280/10445] │ batch_loss=14240.1084 │ grad_norm=632006.3125
  Epoch 1/10 [ 8290/10445] │ batch_loss=21379.6465 │ grad_norm=1128122.8750
  Epoch 1/10 [ 8300/10445] │ batch_loss=14212.6133 │ grad_norm=793942.6875
  Epoch 1/10 [ 8310/10445] │ batch_loss=34389.2812 │ grad_norm=962353.3750
  Epoch 1/10 [ 8320/10445] │ batch_loss=9064.4434 │ grad_norm=236933.9688
  Epoch 1/10 [ 8330/10445] │ batch_loss=35934.6953 │ grad_norm=1823744.3750
  Epoch 1/10 [ 8340/10445] │ batch_loss=21945.3340 │ grad_norm=601219.6875
  Epoch 1/10 [ 8350/10445] │ batch_loss=40203.1875 │ grad_norm=1708647.5000
  Epoch 1/10 [ 8360/10445] │ batch_loss=14852.5059 │ grad_norm=408754.9375
  Epoch 1/10 [ 8370/10445] │ batch_loss=23288.8125 │ grad_norm=391577.1875
  Epoch 1/10 [ 8380/10445] │ batch_loss=19572.0449 │ grad_norm=759832.3750
  Epoch 1/10 [ 8390/10445] │ batch_loss=10523.5225 │ grad_norm=251450.0625
  Epoch 1/10 [ 8400/10445] │ batch_loss=14911.0781 │ grad_norm=490802.5312
  Epoch 1/10 [ 8410/10445] │ batch_loss=5930.8994 │ grad_norm=101461.2734
  Epoch 1/10 [ 8420/10445] │ batch_loss=17244.3789 │ grad_norm=1013663.1250
  Epoch 1/10 [ 8430/10445] │ batch_loss=48233.7812 │ grad_norm=1036651.9375
  Epoch 1/10 [ 8440/10445] │ batch_loss=40743.8828 │ grad_norm=2411422.5000
  Epoch 1/10 [ 8450/10445] │ batch_loss=7817.1943 │ grad_norm=115745.0469
  Epoch 1/10 [ 8460/10445] │ batch_loss=9495.0352 │ grad_norm=160488.8281
  Epoch 1/10 [ 8470/10445] │ batch_loss=3094.4734 │ grad_norm=51695.1641
  Epoch 1/10 [ 8480/10445] │ batch_loss=5891.5400 │ grad_norm=116239.3594
  Epoch 1/10 [ 8490/10445] │ batch_loss=67770.1172 │ grad_norm=1241300.2500
  Epoch 1/10 [ 8500/10445] │ batch_loss=39043.5703 │ grad_norm=708116.3750
  Epoch 1/10 [ 8510/10445] │ batch_loss=7935.9014 │ grad_norm=247068.1406
  Epoch 1/10 [ 8520/10445] │ batch_loss=4647.1416 │ grad_norm=172357.1094
  Epoch 1/10 [ 8530/10445] │ batch_loss=3387.4517 │ grad_norm=133821.4844
  Epoch 1/10 [ 8540/10445] │ batch_loss=7288.5386 │ grad_norm=434996.2500
  Epoch 1/10 [ 8550/10445] │ batch_loss=17595.2188 │ grad_norm=499630.0938
  Epoch 1/10 [ 8560/10445] │ batch_loss=8908.8457 │ grad_norm=208557.5000
  Epoch 1/10 [ 8570/10445] │ batch_loss=9071.9297 │ grad_norm=234219.9844
  Epoch 1/10 [ 8580/10445] │ batch_loss=6177.3672 │ grad_norm=125468.3359
  Epoch 1/10 [ 8590/10445] │ batch_loss=11324.3887 │ grad_norm=331237.6250
  Epoch 1/10 [ 8600/10445] │ batch_loss=13225.7334 │ grad_norm=215914.1562
  Epoch 1/10 [ 8610/10445] │ batch_loss=8290.3027 │ grad_norm=271660.8125
  Epoch 1/10 [ 8620/10445] │ batch_loss=46883.8906 │ grad_norm=479433.6875
  Epoch 1/10 [ 8630/10445] │ batch_loss=10587.4443 │ grad_norm=267724.8438
  Epoch 1/10 [ 8640/10445] │ batch_loss=64179.9805 │ grad_norm=2586042.2500
  Epoch 1/10 [ 8650/10445] │ batch_loss=14310.2207 │ grad_norm=392077.2188
  Epoch 1/10 [ 8660/10445] │ batch_loss=10569.5322 │ grad_norm=307462.5000
  Epoch 1/10 [ 8670/10445] │ batch_loss=22735.5430 │ grad_norm=576838.7500
  Epoch 1/10 [ 8680/10445] │ batch_loss=14615.4473 │ grad_norm=463562.0625
  Epoch 1/10 [ 8690/10445] │ batch_loss=3336.2544 │ grad_norm=83156.7422
  Epoch 1/10 [ 8700/10445] │ batch_loss=4857.2383 │ grad_norm=60176.4648
  Epoch 1/10 [ 8710/10445] │ batch_loss=124332.8359 │ grad_norm=1818379.1250
  Epoch 1/10 [ 8720/10445] │ batch_loss=11515.9102 │ grad_norm=1098719.2500
  Epoch 1/10 [ 8730/10445] │ batch_loss=55412.3125 │ grad_norm=1308796.7500
  Epoch 1/10 [ 8740/10445] │ batch_loss=24939.8398 │ grad_norm=575553.1250
  Epoch 1/10 [ 8750/10445] │ batch_loss=43955.6875 │ grad_norm=1345117.3750
  Epoch 1/10 [ 8760/10445] │ batch_loss=22231.2148 │ grad_norm=381454.5312
  Epoch 1/10 [ 8770/10445] │ batch_loss=12004.4141 │ grad_norm=289571.2188
  Epoch 1/10 [ 8780/10445] │ batch_loss=57068.9180 │ grad_norm=1386199.0000
  Epoch 1/10 [ 8790/10445] │ batch_loss=10977.5234 │ grad_norm=390325.2500
  Epoch 1/10 [ 8800/10445] │ batch_loss=7442.9932 │ grad_norm=188834.2969
  Epoch 1/10 [ 8810/10445] │ batch_loss=11527.0703 │ grad_norm=622538.1875
  Epoch 1/10 [ 8820/10445] │ batch_loss=39912.9531 │ grad_norm=997736.9375
  Epoch 1/10 [ 8830/10445] │ batch_loss=5198.1411 │ grad_norm=170453.6406
  Epoch 1/10 [ 8840/10445] │ batch_loss=165301.5781 │ grad_norm=3641284.2500
  Epoch 1/10 [ 8850/10445] │ batch_loss=20517.0156 │ grad_norm=459255.2188
  Epoch 1/10 [ 8860/10445] │ batch_loss=7915.4365 │ grad_norm=291335.5000
  Epoch 1/10 [ 8870/10445] │ batch_loss=5193.2764 │ grad_norm=174942.0469
  Epoch 1/10 [ 8880/10445] │ batch_loss=58151.4961 │ grad_norm=882181.1875
  Epoch 1/10 [ 8890/10445] │ batch_loss=7058.2324 │ grad_norm=219274.1875
  Epoch 1/10 [ 8900/10445] │ batch_loss=4053.9746 │ grad_norm=57045.3086
  Epoch 1/10 [ 8910/10445] │ batch_loss=6280.2373 │ grad_norm=139420.9219
  Epoch 1/10 [ 8920/10445] │ batch_loss=14357.0918 │ grad_norm=478860.0625
  Epoch 1/10 [ 8930/10445] │ batch_loss=26158.2246 │ grad_norm=503299.6250
  Epoch 1/10 [ 8940/10445] │ batch_loss=7498.9668 │ grad_norm=357578.8750
  Epoch 1/10 [ 8950/10445] │ batch_loss=4575.8218 │ grad_norm=96000.4688
  Epoch 1/10 [ 8960/10445] │ batch_loss=26177.8340 │ grad_norm=1308658.3750
  Epoch 1/10 [ 8970/10445] │ batch_loss=4787.4771 │ grad_norm=133557.4375
  Epoch 1/10 [ 8980/10445] │ batch_loss=37582.2344 │ grad_norm=625615.2500
  Epoch 1/10 [ 8990/10445] │ batch_loss=5404.9307 │ grad_norm=324170.7188
  Epoch 1/10 [ 9000/10445] │ batch_loss=3041.6501 │ grad_norm=132699.7656
  Epoch 1/10 [ 9010/10445] │ batch_loss=7718.5977 │ grad_norm=184526.4219
  Epoch 1/10 [ 9020/10445] │ batch_loss=21228.4453 │ grad_norm=297443.8438
  Epoch 1/10 [ 9030/10445] │ batch_loss=11771.7871 │ grad_norm=305902.4688
  Epoch 1/10 [ 9040/10445] │ batch_loss=29592.8184 │ grad_norm=673567.7500
  Epoch 1/10 [ 9050/10445] │ batch_loss=10319.6475 │ grad_norm=465780.8750
  Epoch 1/10 [ 9060/10445] │ batch_loss=19206.6113 │ grad_norm=663737.3125
  Epoch 1/10 [ 9070/10445] │ batch_loss=5580.2515 │ grad_norm=102831.3125
  Epoch 1/10 [ 9080/10445] │ batch_loss=52454.1484 │ grad_norm=1403855.5000
  Epoch 1/10 [ 9090/10445] │ batch_loss=20108.5547 │ grad_norm=648102.9375
  Epoch 1/10 [ 9100/10445] │ batch_loss=59335.8867 │ grad_norm=794812.4375
  Epoch 1/10 [ 9110/10445] │ batch_loss=2556.7129 │ grad_norm=90572.6875
  Epoch 1/10 [ 9120/10445] │ batch_loss=8447.1504 │ grad_norm=205581.0156
  Epoch 1/10 [ 9130/10445] │ batch_loss=5510.6484 │ grad_norm=96153.7891
  Epoch 1/10 [ 9140/10445] │ batch_loss=29932.8574 │ grad_norm=1468866.0000
  Epoch 1/10 [ 9150/10445] │ batch_loss=26665.2949 │ grad_norm=598496.7500
  Epoch 1/10 [ 9160/10445] │ batch_loss=11246.8154 │ grad_norm=429679.3125
  Epoch 1/10 [ 9170/10445] │ batch_loss=35348.0312 │ grad_norm=1094812.6250
  Epoch 1/10 [ 9180/10445] │ batch_loss=5694.7827 │ grad_norm=175557.4531
  Epoch 1/10 [ 9190/10445] │ batch_loss=6522.0117 │ grad_norm=205961.0625
  Epoch 1/10 [ 9200/10445] │ batch_loss=9247.0986 │ grad_norm=493034.9062
  Epoch 1/10 [ 9210/10445] │ batch_loss=4706.8984 │ grad_norm=106686.6875
  Epoch 1/10 [ 9220/10445] │ batch_loss=3115.0740 │ grad_norm=256945.0469
  Epoch 1/10 [ 9230/10445] │ batch_loss=8531.7607 │ grad_norm=241683.6875
  Epoch 1/10 [ 9240/10445] │ batch_loss=6785.7012 │ grad_norm=194162.4219
  Epoch 1/10 [ 9250/10445] │ batch_loss=4414.3203 │ grad_norm=135467.5469
  Epoch 1/10 [ 9260/10445] │ batch_loss=18476.9180 │ grad_norm=999787.1250
  Epoch 1/10 [ 9270/10445] │ batch_loss=9675.2344 │ grad_norm=213991.8906
  Epoch 1/10 [ 9280/10445] │ batch_loss=23417.4277 │ grad_norm=656064.4375
  Epoch 1/10 [ 9290/10445] │ batch_loss=32821.1406 │ grad_norm=762106.8125
  Epoch 1/10 [ 9300/10445] │ batch_loss=60516.0742 │ grad_norm=2701855.0000
  Epoch 1/10 [ 9310/10445] │ batch_loss=16058.5957 │ grad_norm=447110.7500
  Epoch 1/10 [ 9320/10445] │ batch_loss=11734.9922 │ grad_norm=424890.9688
  Epoch 1/10 [ 9330/10445] │ batch_loss=9413.0498 │ grad_norm=207078.9531
  Epoch 1/10 [ 9340/10445] │ batch_loss=10758.9014 │ grad_norm=1650807.7500
  Epoch 1/10 [ 9350/10445] │ batch_loss=8974.5312 │ grad_norm=503939.4375
  Epoch 1/10 [ 9360/10445] │ batch_loss=9996.5850 │ grad_norm=298260.5625
  Epoch 1/10 [ 9370/10445] │ batch_loss=6378.0288 │ grad_norm=178814.0938
  Epoch 1/10 [ 9380/10445] │ batch_loss=16882.5293 │ grad_norm=393347.4062
  Epoch 1/10 [ 9390/10445] │ batch_loss=16523.5859 │ grad_norm=747474.0625
  Epoch 1/10 [ 9400/10445] │ batch_loss=37173.7891 │ grad_norm=1154654.5000
  Epoch 1/10 [ 9410/10445] │ batch_loss=13475.3105 │ grad_norm=348802.3750
  Epoch 1/10 [ 9420/10445] │ batch_loss=23097.4648 │ grad_norm=866555.5625
  Epoch 1/10 [ 9430/10445] │ batch_loss=10435.1602 │ grad_norm=272695.9375
  Epoch 1/10 [ 9440/10445] │ batch_loss=8090.1421 │ grad_norm=471486.6562
  Epoch 1/10 [ 9450/10445] │ batch_loss=27797.7188 │ grad_norm=916512.8125
  Epoch 1/10 [ 9460/10445] │ batch_loss=10296.6406 │ grad_norm=294629.8750
  Epoch 1/10 [ 9470/10445] │ batch_loss=11445.5449 │ grad_norm=219435.1250
  Epoch 1/10 [ 9480/10445] │ batch_loss=5249.8867 │ grad_norm=162097.2656
  Epoch 1/10 [ 9490/10445] │ batch_loss=4922.7056 │ grad_norm=94235.7344
  Epoch 1/10 [ 9500/10445] │ batch_loss=6318.8350 │ grad_norm=237330.0000
  Epoch 1/10 [ 9510/10445] │ batch_loss=8624.9717 │ grad_norm=386960.6250
  Epoch 1/10 [ 9520/10445] │ batch_loss=32504.4531 │ grad_norm=1028374.6250
  Epoch 1/10 [ 9530/10445] │ batch_loss=28093.8418 │ grad_norm=1341287.8750
  Epoch 1/10 [ 9540/10445] │ batch_loss=10567.0801 │ grad_norm=231931.9688
  Epoch 1/10 [ 9550/10445] │ batch_loss=19366.7578 │ grad_norm=969830.0000
  Epoch 1/10 [ 9560/10445] │ batch_loss=23814.5527 │ grad_norm=762005.5625
  Epoch 1/10 [ 9570/10445] │ batch_loss=7578.6538 │ grad_norm=353658.5625
  Epoch 1/10 [ 9580/10445] │ batch_loss=15499.0234 │ grad_norm=442566.0000
  Epoch 1/10 [ 9590/10445] │ batch_loss=6844.8906 │ grad_norm=161821.5000
  Epoch 1/10 [ 9600/10445] │ batch_loss=17256.9512 │ grad_norm=264376.9062
  Epoch 1/10 [ 9610/10445] │ batch_loss=8781.6992 │ grad_norm=205076.4688
  Epoch 1/10 [ 9620/10445] │ batch_loss=8077.2744 │ grad_norm=146893.7969
  Epoch 1/10 [ 9630/10445] │ batch_loss=12427.9824 │ grad_norm=632552.6875
  Epoch 1/10 [ 9640/10445] │ batch_loss=12578.3857 │ grad_norm=407074.0000
  Epoch 1/10 [ 9650/10445] │ batch_loss=7011.0518 │ grad_norm=346543.9375
  Epoch 1/10 [ 9660/10445] │ batch_loss=15022.4707 │ grad_norm=369301.4688
  Epoch 1/10 [ 9670/10445] │ batch_loss=31142.7715 │ grad_norm=1271175.8750
  Epoch 1/10 [ 9680/10445] │ batch_loss=8681.4248 │ grad_norm=354441.4688
  Epoch 1/10 [ 9690/10445] │ batch_loss=7327.7803 │ grad_norm=270524.8125
  Epoch 1/10 [ 9700/10445] │ batch_loss=6007.9414 │ grad_norm=174978.0625
  Epoch 1/10 [ 9710/10445] │ batch_loss=8131.8457 │ grad_norm=182815.3281
  Epoch 1/10 [ 9720/10445] │ batch_loss=55119.4609 │ grad_norm=1685163.5000
  Epoch 1/10 [ 9730/10445] │ batch_loss=16335.9404 │ grad_norm=225335.8438
  Epoch 1/10 [ 9740/10445] │ batch_loss=9923.8262 │ grad_norm=231259.5000
  Epoch 1/10 [ 9750/10445] │ batch_loss=146540.2812 │ grad_norm=1388138.2500
  Epoch 1/10 [ 9760/10445] │ batch_loss=9147.3164 │ grad_norm=321734.8125
  Epoch 1/10 [ 9770/10445] │ batch_loss=5097.2559 │ grad_norm=219481.2344
  Epoch 1/10 [ 9780/10445] │ batch_loss=55016.6797 │ grad_norm=1572417.1250
  Epoch 1/10 [ 9790/10445] │ batch_loss=5046.8672 │ grad_norm=164360.0625
  Epoch 1/10 [ 9800/10445] │ batch_loss=8291.4688 │ grad_norm=293527.3438
  Epoch 1/10 [ 9810/10445] │ batch_loss=104555.6719 │ grad_norm=477517.0625
