Starting model=transformer epochs=10 batch=2 on host pax064
resume=<auto> run_dir=<auto>
CUDA_VISIBLE_DEVICES=0
Fri Apr 24 15:28:53 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 575.57.08              Driver Version: 575.57.08      CUDA Version: 12.9     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:3F:00.0 Off |                    0 |
| N/A   32C    P8             34W /  350W |       0MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
torch.cuda.is_available = True
torch.cuda.device_count = 1
torch.cuda.current_device = 0
torch.cuda.get_device_name(0) = NVIDIA L40S
--- Starting Training on cuda ---
Populating dataset normalization statistics...
Stats loaded. Example Zone 0 (ME) - Mean: 1314.04, Std: 215.34
No existing checkpoint found in /cluster/home/supadh03/cs137/assignment3/evaluation/subhanga-additions/checkpoints/v2/transformer/runs/job-483062. Starting fresh.
  Epoch 1/10 [ 6150/11751] │ batch_loss=10473.5293 │ grad_norm=172599.4844
  Epoch 1/10 [ 6160/11751] │ batch_loss=6882.5615 │ grad_norm=120599.7891
  Epoch 1/10 [ 6170/11751] │ batch_loss=15943.8857 │ grad_norm=130893.7344
  Epoch 1/10 [ 6180/11751] │ batch_loss=86028.0078 │ grad_norm=631999.5625
  Epoch 1/10 [ 6190/11751] │ batch_loss=6383.9604 │ grad_norm=134100.2812
  Epoch 1/10 [ 6200/11751] │ batch_loss=63271.6055 │ grad_norm=536302.9375
  Epoch 1/10 [ 6210/11751] │ batch_loss=30096.5117 │ grad_norm=392567.0000
  Epoch 1/10 [ 6220/11751] │ batch_loss=16166.1279 │ grad_norm=166437.6875
  Epoch 1/10 [ 6230/11751] │ batch_loss=21957.5215 │ grad_norm=346906.4375
  Epoch 1/10 [ 6240/11751] │ batch_loss=20267.8398 │ grad_norm=774150.3125
  Epoch 1/10 [ 6250/11751] │ batch_loss=21074.2480 │ grad_norm=304783.2500
  Epoch 1/10 [ 6260/11751] │ batch_loss=39790.0938 │ grad_norm=926845.3125
  Epoch 1/10 [ 6270/11751] │ batch_loss=40017.8945 │ grad_norm=716669.0625
  Epoch 1/10 [ 6280/11751] │ batch_loss=25068.2871 │ grad_norm=291045.9062
  Epoch 1/10 [ 6290/11751] │ batch_loss=4561.2314 │ grad_norm=108608.9297
  Epoch 1/10 [ 6300/11751] │ batch_loss=32831.6172 │ grad_norm=296501.4688
  Epoch 1/10 [ 6310/11751] │ batch_loss=18841.5176 │ grad_norm=284364.8438
  Epoch 1/10 [ 6320/11751] │ batch_loss=11156.2422 │ grad_norm=207561.2656
  Epoch 1/10 [ 6330/11751] │ batch_loss=34494.9219 │ grad_norm=345240.7188
  Epoch 1/10 [ 6340/11751] │ batch_loss=21192.6562 │ grad_norm=208618.3906
  Epoch 1/10 [ 6350/11751] │ batch_loss=5809.8506 │ grad_norm=174051.7031
  Epoch 1/10 [ 6360/11751] │ batch_loss=10873.4492 │ grad_norm=181449.3281
  Epoch 1/10 [ 6370/11751] │ batch_loss=20108.8340 │ grad_norm=314650.5938
  Epoch 1/10 [ 6380/11751] │ batch_loss=8070.6440 │ grad_norm=107757.5938
  Epoch 1/10 [ 6390/11751] │ batch_loss=12723.0615 │ grad_norm=204781.9219
  Epoch 1/10 [ 6400/11751] │ batch_loss=7273.5522 │ grad_norm=204436.1719
  Epoch 1/10 [ 6410/11751] │ batch_loss=12078.1543 │ grad_norm=192104.0000
  Epoch 1/10 [ 6420/11751] │ batch_loss=14139.3271 │ grad_norm=142210.1406
  Epoch 1/10 [ 6430/11751] │ batch_loss=23777.5781 │ grad_norm=533256.1875
  Epoch 1/10 [ 6440/11751] │ batch_loss=12426.2422 │ grad_norm=222921.2812
  Epoch 1/10 [ 6450/11751] │ batch_loss=10647.3848 │ grad_norm=217338.1562
  Epoch 1/10 [ 6460/11751] │ batch_loss=24264.5840 │ grad_norm=257433.4844
  Epoch 1/10 [ 6470/11751] │ batch_loss=6188.7656 │ grad_norm=92064.6484
  Epoch 1/10 [ 6480/11751] │ batch_loss=11548.6582 │ grad_norm=138845.8906
  Epoch 1/10 [ 6490/11751] │ batch_loss=5507.6108 │ grad_norm=97620.8203
  Epoch 1/10 [ 6500/11751] │ batch_loss=12322.0840 │ grad_norm=310189.3750
  Epoch 1/10 [ 6510/11751] │ batch_loss=48120.9609 │ grad_norm=501302.1562
  Epoch 1/10 [ 6520/11751] │ batch_loss=59579.2188 │ grad_norm=696070.9375
  Epoch 1/10 [ 6530/11751] │ batch_loss=4936.9600 │ grad_norm=150745.6875
  Epoch 1/10 [ 6540/11751] │ batch_loss=6537.5366 │ grad_norm=152107.2969
  Epoch 1/10 [ 6550/11751] │ batch_loss=30455.2617 │ grad_norm=366994.4062
  Epoch 1/10 [ 6560/11751] │ batch_loss=15065.4316 │ grad_norm=175904.4062
  Epoch 1/10 [ 6570/11751] │ batch_loss=12255.3311 │ grad_norm=150802.9219
  Epoch 1/10 [ 6580/11751] │ batch_loss=27961.4648 │ grad_norm=366355.4688
  Epoch 1/10 [ 6590/11751] │ batch_loss=19341.2246 │ grad_norm=396875.1250
  Epoch 1/10 [ 6600/11751] │ batch_loss=13611.6787 │ grad_norm=168401.7188
  Epoch 1/10 [ 6610/11751] │ batch_loss=9431.9297 │ grad_norm=117416.7266
  Epoch 1/10 [ 6620/11751] │ batch_loss=15661.9170 │ grad_norm=236824.9688
  Epoch 1/10 [ 6630/11751] │ batch_loss=40188.3477 │ grad_norm=298064.1250
  Epoch 1/10 [ 6640/11751] │ batch_loss=4070.2397 │ grad_norm=45685.0781
  Epoch 1/10 [ 6650/11751] │ batch_loss=104321.7031 │ grad_norm=529690.1250
  Epoch 1/10 [ 6660/11751] │ batch_loss=8001.9766 │ grad_norm=118487.2812
  Epoch 1/10 [ 6670/11751] │ batch_loss=5472.9766 │ grad_norm=112084.9766
  Epoch 1/10 [ 6680/11751] │ batch_loss=29522.5059 │ grad_norm=418903.8125
  Epoch 1/10 [ 6690/11751] │ batch_loss=10619.6953 │ grad_norm=166632.1562
  Epoch 1/10 [ 6700/11751] │ batch_loss=23793.4727 │ grad_norm=301335.6250
  Epoch 1/10 [ 6710/11751] │ batch_loss=39865.8555 │ grad_norm=491399.3438
  Epoch 1/10 [ 6720/11751] │ batch_loss=15181.2637 │ grad_norm=127880.2891
  Epoch 1/10 [ 6730/11751] │ batch_loss=2919.7383 │ grad_norm=54399.8125
  Epoch 1/10 [ 6740/11751] │ batch_loss=19155.6406 │ grad_norm=501588.0000
  Epoch 1/10 [ 6750/11751] │ batch_loss=12846.9053 │ grad_norm=220681.7656
  Epoch 1/10 [ 6760/11751] │ batch_loss=29059.9746 │ grad_norm=535258.4375
  Epoch 1/10 [ 6770/11751] │ batch_loss=19038.4492 │ grad_norm=172011.7500
  Epoch 1/10 [ 6780/11751] │ batch_loss=8940.2959 │ grad_norm=134151.3438
  Epoch 1/10 [ 6790/11751] │ batch_loss=13742.5107 │ grad_norm=403426.5938
  Epoch 1/10 [ 6800/11751] │ batch_loss=3779.4529 │ grad_norm=61650.4336
  Epoch 1/10 [ 6810/11751] │ batch_loss=61711.2109 │ grad_norm=474564.5312
  Epoch 1/10 [ 6820/11751] │ batch_loss=6089.5039 │ grad_norm=112359.6094
  Epoch 1/10 [ 6830/11751] │ batch_loss=32539.3125 │ grad_norm=463828.7812
  Epoch 1/10 [ 6840/11751] │ batch_loss=8932.9668 │ grad_norm=177254.7188
  Epoch 1/10 [ 6850/11751] │ batch_loss=32642.4453 │ grad_norm=516774.0625
  Epoch 1/10 [ 6860/11751] │ batch_loss=57214.9375 │ grad_norm=795410.9375
  Epoch 1/10 [ 6870/11751] │ batch_loss=5730.6133 │ grad_norm=183548.0625
  Epoch 1/10 [ 6880/11751] │ batch_loss=6385.3740 │ grad_norm=109212.1641
  Epoch 1/10 [ 6890/11751] │ batch_loss=43946.3125 │ grad_norm=483182.2812
  Epoch 1/10 [ 6900/11751] │ batch_loss=52139.0938 │ grad_norm=915495.3125
  Epoch 1/10 [ 6910/11751] │ batch_loss=24925.9805 │ grad_norm=458132.2188
  Epoch 1/10 [ 6920/11751] │ batch_loss=10600.6914 │ grad_norm=132797.8594
  Epoch 1/10 [ 6930/11751] │ batch_loss=6721.5444 │ grad_norm=167905.8906
  Epoch 1/10 [ 6940/11751] │ batch_loss=11572.1914 │ grad_norm=127600.6641
  Epoch 1/10 [ 6950/11751] │ batch_loss=8815.5332 │ grad_norm=111785.7969
  Epoch 1/10 [ 6960/11751] │ batch_loss=14339.3076 │ grad_norm=232895.4844
  Epoch 1/10 [ 6970/11751] │ batch_loss=101010.6172 │ grad_norm=970709.3125
  Epoch 1/10 [ 6980/11751] │ batch_loss=14686.1230 │ grad_norm=373305.0938
  Epoch 1/10 [ 6990/11751] │ batch_loss=21410.6621 │ grad_norm=194661.0938
  Epoch 1/10 [ 7000/11751] │ batch_loss=9631.5176 │ grad_norm=130814.5547
  Epoch 1/10 [ 7010/11751] │ batch_loss=12782.4434 │ grad_norm=166213.2969
  Epoch 1/10 [ 7020/11751] │ batch_loss=28132.0684 │ grad_norm=333207.5625
  Epoch 1/10 [ 7030/11751] │ batch_loss=8028.5352 │ grad_norm=92833.8828
  Epoch 1/10 [ 7040/11751] │ batch_loss=7977.1016 │ grad_norm=241851.6875
  Epoch 1/10 [ 7050/11751] │ batch_loss=35592.3281 │ grad_norm=503964.6875
  Epoch 1/10 [ 7060/11751] │ batch_loss=17674.2617 │ grad_norm=313726.4062
  Epoch 1/10 [ 7070/11751] │ batch_loss=4365.9937 │ grad_norm=61869.0703
  Epoch 1/10 [ 7080/11751] │ batch_loss=4724.8789 │ grad_norm=87394.4609
  Epoch 1/10 [ 7090/11751] │ batch_loss=8749.4834 │ grad_norm=141673.9375
  Epoch 1/10 [ 7100/11751] │ batch_loss=20036.5156 │ grad_norm=393352.2188
  Epoch 1/10 [ 7110/11751] │ batch_loss=20318.9492 │ grad_norm=276517.9375
  Epoch 1/10 [ 7120/11751] │ batch_loss=21861.0898 │ grad_norm=356059.0625
  Epoch 1/10 [ 7130/11751] │ batch_loss=22168.5215 │ grad_norm=1245399.6250
  Epoch 1/10 [ 7140/11751] │ batch_loss=8862.5654 │ grad_norm=120666.9453
  Epoch 1/10 [ 7150/11751] │ batch_loss=7724.9385 │ grad_norm=261646.0625
  Epoch 1/10 [ 7160/11751] │ batch_loss=4454.4702 │ grad_norm=102713.8516
  Epoch 1/10 [ 7170/11751] │ batch_loss=29751.6250 │ grad_norm=563336.8750
  Epoch 1/10 [ 7180/11751] │ batch_loss=48041.5859 │ grad_norm=675539.2500
  Epoch 1/10 [ 7190/11751] │ batch_loss=33675.2031 │ grad_norm=337772.2188
  Epoch 1/10 [ 7200/11751] │ batch_loss=17801.6797 │ grad_norm=284190.6250
  Epoch 1/10 [ 7210/11751] │ batch_loss=36147.2344 │ grad_norm=716481.6875
  Epoch 1/10 [ 7220/11751] │ batch_loss=10965.6631 │ grad_norm=160263.9062
  Epoch 1/10 [ 7230/11751] │ batch_loss=6166.8633 │ grad_norm=109345.4688
  Epoch 1/10 [ 7240/11751] │ batch_loss=6989.8511 │ grad_norm=103948.4609
  Epoch 1/10 [ 7250/11751] │ batch_loss=7926.5264 │ grad_norm=135522.0156
  Epoch 1/10 [ 7260/11751] │ batch_loss=5798.5244 │ grad_norm=123698.8750
  Epoch 1/10 [ 7270/11751] │ batch_loss=33644.7461 │ grad_norm=377241.9062
  Epoch 1/10 [ 7280/11751] │ batch_loss=5213.1597 │ grad_norm=103238.5625
  Epoch 1/10 [ 7290/11751] │ batch_loss=13186.6592 │ grad_norm=137585.2031
  Epoch 1/10 [ 7300/11751] │ batch_loss=13161.0059 │ grad_norm=170653.4219
  Epoch 1/10 [ 7310/11751] │ batch_loss=14675.2324 │ grad_norm=176199.3750
  Epoch 1/10 [ 7320/11751] │ batch_loss=10772.4717 │ grad_norm=244402.7969
  Epoch 1/10 [ 7330/11751] │ batch_loss=4883.0366 │ grad_norm=122406.7891
  Epoch 1/10 [ 7340/11751] │ batch_loss=6166.3438 │ grad_norm=139602.8281
  Epoch 1/10 [ 7350/11751] │ batch_loss=12171.8828 │ grad_norm=153125.2812
  Epoch 1/10 [ 7360/11751] │ batch_loss=6324.8999 │ grad_norm=120460.0547
  Epoch 1/10 [ 7370/11751] │ batch_loss=5674.9453 │ grad_norm=90735.7422
  Epoch 1/10 [ 7380/11751] │ batch_loss=21012.1055 │ grad_norm=309766.7500
  Epoch 1/10 [ 7390/11751] │ batch_loss=13338.8066 │ grad_norm=227644.8125
  Epoch 1/10 [ 7400/11751] │ batch_loss=13709.7578 │ grad_norm=261211.5625
  Epoch 1/10 [ 7410/11751] │ batch_loss=18286.5664 │ grad_norm=248018.7031
  Epoch 1/10 [ 7420/11751] │ batch_loss=89023.1250 │ grad_norm=1136585.6250
  Epoch 1/10 [ 7430/11751] │ batch_loss=38825.6953 │ grad_norm=654362.7500
  Epoch 1/10 [ 7440/11751] │ batch_loss=13384.0488 │ grad_norm=225729.3750
  Epoch 1/10 [ 7450/11751] │ batch_loss=9130.7852 │ grad_norm=83517.6797
  Epoch 1/10 [ 7460/11751] │ batch_loss=27559.4531 │ grad_norm=308937.8125
  Epoch 1/10 [ 7470/11751] │ batch_loss=18236.0059 │ grad_norm=224082.0000
  Epoch 1/10 [ 7480/11751] │ batch_loss=5424.2124 │ grad_norm=64902.3789
  Epoch 1/10 [ 7490/11751] │ batch_loss=5476.3428 │ grad_norm=130553.8359
  Epoch 1/10 [ 7500/11751] │ batch_loss=33948.0391 │ grad_norm=432221.0312
  Epoch 1/10 [ 7510/11751] │ batch_loss=38845.0234 │ grad_norm=697596.6875
  Epoch 1/10 [ 7520/11751] │ batch_loss=11101.2686 │ grad_norm=264506.9062
  Epoch 1/10 [ 7530/11751] │ batch_loss=12679.7686 │ grad_norm=276500.1562
  Epoch 1/10 [ 7540/11751] │ batch_loss=9240.0420 │ grad_norm=123463.5000
  Epoch 1/10 [ 7550/11751] │ batch_loss=34467.9570 │ grad_norm=644626.6250
  Epoch 1/10 [ 7560/11751] │ batch_loss=23330.7812 │ grad_norm=473985.1875
  Epoch 1/10 [ 7570/11751] │ batch_loss=34721.2227 │ grad_norm=439773.5000
  Epoch 1/10 [ 7580/11751] │ batch_loss=5841.3218 │ grad_norm=76747.1172
  Epoch 1/10 [ 7590/11751] │ batch_loss=7153.2749 │ grad_norm=120788.4297
  Epoch 1/10 [ 7600/11751] │ batch_loss=11739.4756 │ grad_norm=168391.5781
  Epoch 1/10 [ 7610/11751] │ batch_loss=8147.8389 │ grad_norm=147982.4375
  Epoch 1/10 [ 7620/11751] │ batch_loss=8350.6963 │ grad_norm=176369.0625
  Epoch 1/10 [ 7630/11751] │ batch_loss=12040.1318 │ grad_norm=168460.4844
  Epoch 1/10 [ 7640/11751] │ batch_loss=7173.0234 │ grad_norm=122916.1953
  Epoch 1/10 [ 7650/11751] │ batch_loss=4010.8599 │ grad_norm=66932.3281
  Epoch 1/10 [ 7660/11751] │ batch_loss=6501.5176 │ grad_norm=106213.4688
  Epoch 1/10 [ 7670/11751] │ batch_loss=35904.7617 │ grad_norm=839895.3750
  Epoch 1/10 [ 7680/11751] │ batch_loss=11159.7539 │ grad_norm=194500.5156
  Epoch 1/10 [ 7690/11751] │ batch_loss=11499.8232 │ grad_norm=159790.5156
  Epoch 1/10 [ 7700/11751] │ batch_loss=20858.2812 │ grad_norm=259943.8594
  Epoch 1/10 [ 7710/11751] │ batch_loss=4264.1709 │ grad_norm=71556.8750
  Epoch 1/10 [ 7720/11751] │ batch_loss=14538.1309 │ grad_norm=458133.2188
  Epoch 1/10 [ 7730/11751] │ batch_loss=13125.7578 │ grad_norm=382000.1562
  Epoch 1/10 [ 7740/11751] │ batch_loss=4862.0986 │ grad_norm=103750.9375
  Epoch 1/10 [ 7750/11751] │ batch_loss=7018.8887 │ grad_norm=107506.8125
  Epoch 1/10 [ 7760/11751] │ batch_loss=36850.4414 │ grad_norm=476289.2812
  Epoch 1/10 [ 7770/11751] │ batch_loss=51821.5430 │ grad_norm=870330.5625
  Epoch 1/10 [ 7780/11751] │ batch_loss=10959.1240 │ grad_norm=250997.9062
  Epoch 1/10 [ 7790/11751] │ batch_loss=8390.1055 │ grad_norm=146270.2031
  Epoch 1/10 [ 7800/11751] │ batch_loss=54095.5938 │ grad_norm=526759.1875
  Epoch 1/10 [ 7810/11751] │ batch_loss=6340.1284 │ grad_norm=86108.3281
  Epoch 1/10 [ 7820/11751] │ batch_loss=29095.9023 │ grad_norm=548736.1875
  Epoch 1/10 [ 7830/11751] │ batch_loss=43516.6992 │ grad_norm=540291.6875
  Epoch 1/10 [ 7840/11751] │ batch_loss=15010.6465 │ grad_norm=218385.6719
  Epoch 1/10 [ 7850/11751] │ batch_loss=8369.9805 │ grad_norm=104731.3906
  Epoch 1/10 [ 7860/11751] │ batch_loss=8395.6660 │ grad_norm=150162.4688
  Epoch 1/10 [ 7870/11751] │ batch_loss=16772.7773 │ grad_norm=291468.3125
  Epoch 1/10 [ 7880/11751] │ batch_loss=6029.2969 │ grad_norm=95695.2891
  Epoch 1/10 [ 7890/11751] │ batch_loss=10818.5010 │ grad_norm=220302.2812
  Epoch 1/10 [ 7900/11751] │ batch_loss=15490.4639 │ grad_norm=194658.7344
  Epoch 1/10 [ 7910/11751] │ batch_loss=17695.6777 │ grad_norm=207915.8438
  Epoch 1/10 [ 7920/11751] │ batch_loss=4865.8579 │ grad_norm=80703.5234
  Epoch 1/10 [ 7930/11751] │ batch_loss=4224.5464 │ grad_norm=66899.5703
  Epoch 1/10 [ 7940/11751] │ batch_loss=3426.8447 │ grad_norm=49162.6406
  Epoch 1/10 [ 7950/11751] │ batch_loss=12452.4248 │ grad_norm=179925.0000
  Epoch 1/10 [ 7960/11751] │ batch_loss=8646.2139 │ grad_norm=181015.1406
  Epoch 1/10 [ 7970/11751] │ batch_loss=16990.2227 │ grad_norm=293165.2188
  Epoch 1/10 [ 7980/11751] │ batch_loss=53040.0547 │ grad_norm=402938.0312
  Epoch 1/10 [ 7990/11751] │ batch_loss=10608.2529 │ grad_norm=112399.2891
  Epoch 1/10 [ 8000/11751] │ batch_loss=46231.6016 │ grad_norm=562029.4375
  Epoch 1/10 [ 8010/11751] │ batch_loss=25244.0898 │ grad_norm=264735.0312
  Epoch 1/10 [ 8020/11751] │ batch_loss=18594.8984 │ grad_norm=170707.7344
  Epoch 1/10 [ 8030/11751] │ batch_loss=11595.0176 │ grad_norm=118962.7734
  Epoch 1/10 [ 8040/11751] │ batch_loss=4368.7124 │ grad_norm=107556.2969
  Epoch 1/10 [ 8050/11751] │ batch_loss=7273.4912 │ grad_norm=105571.5234
  Epoch 1/10 [ 8060/11751] │ batch_loss=18890.1484 │ grad_norm=314269.3125
  Epoch 1/10 [ 8070/11751] │ batch_loss=17380.6445 │ grad_norm=250562.8438
  Epoch 1/10 [ 8080/11751] │ batch_loss=17052.1875 │ grad_norm=450414.0938
  Epoch 1/10 [ 8090/11751] │ batch_loss=18970.0859 │ grad_norm=169523.5469
  Epoch 1/10 [ 8100/11751] │ batch_loss=12286.7764 │ grad_norm=219451.7656
  Epoch 1/10 [ 8110/11751] │ batch_loss=16010.3574 │ grad_norm=225661.5469
  Epoch 1/10 [ 8120/11751] │ batch_loss=7715.7378 │ grad_norm=187292.9844
  Epoch 1/10 [ 8130/11751] │ batch_loss=7936.6055 │ grad_norm=192295.0000
  Epoch 1/10 [ 8140/11751] │ batch_loss=27627.4375 │ grad_norm=346211.0000
  Epoch 1/10 [ 8150/11751] │ batch_loss=20384.5234 │ grad_norm=271597.6562
  Epoch 1/10 [ 8160/11751] │ batch_loss=16287.6592 │ grad_norm=204692.9375
  Epoch 1/10 [ 8170/11751] │ batch_loss=14844.7734 │ grad_norm=282255.9375
  Epoch 1/10 [ 8180/11751] │ batch_loss=23709.5156 │ grad_norm=481792.7812
  Epoch 1/10 [ 8190/11751] │ batch_loss=39761.4453 │ grad_norm=889171.8125
  Epoch 1/10 [ 8200/11751] │ batch_loss=17200.6523 │ grad_norm=204837.7500
  Epoch 1/10 [ 8210/11751] │ batch_loss=4272.6011 │ grad_norm=64869.6484
  Epoch 1/10 [ 8220/11751] │ batch_loss=52800.4180 │ grad_norm=671809.8125
  Epoch 1/10 [ 8230/11751] │ batch_loss=19958.9512 │ grad_norm=276410.3125
  Epoch 1/10 [ 8240/11751] │ batch_loss=65847.3750 │ grad_norm=865189.8750
  Epoch 1/10 [ 8250/11751] │ batch_loss=7107.8672 │ grad_norm=120981.4609
  Epoch 1/10 [ 8260/11751] │ batch_loss=6254.9258 │ grad_norm=201777.2656
  Epoch 1/10 [ 8270/11751] │ batch_loss=6431.1318 │ grad_norm=109968.3359
  Epoch 1/10 [ 8280/11751] │ batch_loss=23066.6777 │ grad_norm=697685.5625
  Epoch 1/10 [ 8290/11751] │ batch_loss=15226.7373 │ grad_norm=318450.4688
  Epoch 1/10 [ 8300/11751] │ batch_loss=15001.0059 │ grad_norm=279614.0312
  Epoch 1/10 [ 8310/11751] │ batch_loss=5564.6343 │ grad_norm=79680.3594
  Epoch 1/10 [ 8320/11751] │ batch_loss=15668.8359 │ grad_norm=241403.4844
  Epoch 1/10 [ 8330/11751] │ batch_loss=14295.1875 │ grad_norm=282738.7188
  Epoch 1/10 [ 8340/11751] │ batch_loss=5589.2041 │ grad_norm=104005.6875
  Epoch 1/10 [ 8350/11751] │ batch_loss=4468.4458 │ grad_norm=60754.9688
  Epoch 1/10 [ 8360/11751] │ batch_loss=15564.0781 │ grad_norm=280382.0938
  Epoch 1/10 [ 8370/11751] │ batch_loss=6309.9443 │ grad_norm=54613.0586
  Epoch 1/10 [ 8380/11751] │ batch_loss=7200.3066 │ grad_norm=121588.7422
  Epoch 1/10 [ 8390/11751] │ batch_loss=8739.5586 │ grad_norm=182079.4062
  Epoch 1/10 [ 8400/11751] │ batch_loss=18908.4258 │ grad_norm=260754.0781
  Epoch 1/10 [ 8410/11751] │ batch_loss=5457.4097 │ grad_norm=116844.9453
  Epoch 1/10 [ 8420/11751] │ batch_loss=19070.7793 │ grad_norm=370287.8750
  Epoch 1/10 [ 8430/11751] │ batch_loss=41668.7773 │ grad_norm=702880.0000
  Epoch 1/10 [ 8440/11751] │ batch_loss=11860.5342 │ grad_norm=217683.8281
  Epoch 1/10 [ 8450/11751] │ batch_loss=19134.6172 │ grad_norm=375537.5938
  Epoch 1/10 [ 8460/11751] │ batch_loss=9313.1279 │ grad_norm=144611.5625
  Epoch 1/10 [ 8470/11751] │ batch_loss=4730.4531 │ grad_norm=97313.3828
  Epoch 1/10 [ 8480/11751] │ batch_loss=12106.8984 │ grad_norm=258799.8125
  Epoch 1/10 [ 8490/11751] │ batch_loss=8480.7832 │ grad_norm=132321.1406
  Epoch 1/10 [ 8500/11751] │ batch_loss=3614.6335 │ grad_norm=116329.0781
  Epoch 1/10 [ 8510/11751] │ batch_loss=9033.7139 │ grad_norm=125747.7109
  Epoch 1/10 [ 8520/11751] │ batch_loss=41687.6758 │ grad_norm=460489.0000
  Epoch 1/10 [ 8530/11751] │ batch_loss=4827.0244 │ grad_norm=92483.6406
  Epoch 1/10 [ 8540/11751] │ batch_loss=16245.7812 │ grad_norm=238184.1562
  Epoch 1/10 [ 8550/11751] │ batch_loss=11114.2988 │ grad_norm=196744.4375
  Epoch 1/10 [ 8560/11751] │ batch_loss=10825.6895 │ grad_norm=127162.7266
  Epoch 1/10 [ 8570/11751] │ batch_loss=28132.6562 │ grad_norm=431792.3750
  Epoch 1/10 [ 8580/11751] │ batch_loss=7914.9443 │ grad_norm=138698.2812
  Epoch 1/10 [ 8590/11751] │ batch_loss=12576.9648 │ grad_norm=369665.9688
  Epoch 1/10 [ 8600/11751] │ batch_loss=5117.3311 │ grad_norm=96708.5000
  Epoch 1/10 [ 8610/11751] │ batch_loss=9906.1289 │ grad_norm=162373.6719
  Epoch 1/10 [ 8620/11751] │ batch_loss=22073.5996 │ grad_norm=271656.1562
  Epoch 1/10 [ 8630/11751] │ batch_loss=33514.9648 │ grad_norm=880976.8750
  Epoch 1/10 [ 8640/11751] │ batch_loss=10893.0332 │ grad_norm=241024.7344
  Epoch 1/10 [ 8650/11751] │ batch_loss=5184.7246 │ grad_norm=110722.5703
  Epoch 1/10 [ 8660/11751] │ batch_loss=6339.1772 │ grad_norm=107459.4766
  Epoch 1/10 [ 8670/11751] │ batch_loss=29227.2188 │ grad_norm=494180.5938
  Epoch 1/10 [ 8680/11751] │ batch_loss=21585.2051 │ grad_norm=250891.8594
  Epoch 1/10 [ 8690/11751] │ batch_loss=10365.2422 │ grad_norm=141840.5000
  Epoch 1/10 [ 8700/11751] │ batch_loss=9499.8740 │ grad_norm=233711.4688
  Epoch 1/10 [ 8710/11751] │ batch_loss=10971.5039 │ grad_norm=203441.2344
  Epoch 1/10 [ 8720/11751] │ batch_loss=4767.2236 │ grad_norm=71540.2969
  Epoch 1/10 [ 8730/11751] │ batch_loss=13341.9688 │ grad_norm=251508.9531
  Epoch 1/10 [ 8740/11751] │ batch_loss=29534.8027 │ grad_norm=582199.9375
  Epoch 1/10 [ 8750/11751] │ batch_loss=167723.7969 │ grad_norm=1568844.1250
  Epoch 1/10 [ 8760/11751] │ batch_loss=30653.9980 │ grad_norm=343424.9375
  Epoch 1/10 [ 8770/11751] │ batch_loss=7878.7715 │ grad_norm=79806.1094
  Epoch 1/10 [ 8780/11751] │ batch_loss=12722.2012 │ grad_norm=262404.3750
  Epoch 1/10 [ 8790/11751] │ batch_loss=12330.9414 │ grad_norm=242493.5469
  Epoch 1/10 [ 8800/11751] │ batch_loss=14953.8652 │ grad_norm=452294.4375
  Epoch 1/10 [ 8810/11751] │ batch_loss=11316.8301 │ grad_norm=188083.0938
  Epoch 1/10 [ 8820/11751] │ batch_loss=15704.6670 │ grad_norm=229263.4062
  Epoch 1/10 [ 8830/11751] │ batch_loss=14993.5000 │ grad_norm=177223.5781
  Epoch 1/10 [ 8840/11751] │ batch_loss=17177.7148 │ grad_norm=274557.9375
  Epoch 1/10 [ 8850/11751] │ batch_loss=7903.8467 │ grad_norm=129535.7344
  Epoch 1/10 [ 8860/11751] │ batch_loss=22413.7773 │ grad_norm=337608.3750
  Epoch 1/10 [ 8870/11751] │ batch_loss=9922.6426 │ grad_norm=213772.2500
  Epoch 1/10 [ 8880/11751] │ batch_loss=17910.1406 │ grad_norm=320688.5938
  Epoch 1/10 [ 8890/11751] │ batch_loss=9174.4590 │ grad_norm=145387.5469
  Epoch 1/10 [ 8900/11751] │ batch_loss=7730.8354 │ grad_norm=116995.0469
  Epoch 1/10 [ 8910/11751] │ batch_loss=12179.4014 │ grad_norm=168961.2812
  Epoch 1/10 [ 8920/11751] │ batch_loss=11845.7676 │ grad_norm=151949.6875
  Epoch 1/10 [ 8930/11751] │ batch_loss=4071.8269 │ grad_norm=58336.4414
  Epoch 1/10 [ 8940/11751] │ batch_loss=11932.8496 │ grad_norm=117925.7734
  Epoch 1/10 [ 8950/11751] │ batch_loss=4472.3340 │ grad_norm=90637.6797
  Epoch 1/10 [ 8960/11751] │ batch_loss=6145.6318 │ grad_norm=117409.3047
